nl	en	fr	de	references	usage	description
pompdaal	pump dale	manche en bois d'une pompe	  Unbekannt			shipsterm
Poort	Doorway	Porte	Tor	AAT/Haslinghuis		Passages through fences or walls separating two exterior spaces, or the structures or ornamental constructions enclosing such passages; (Portal) Use for impressive, monumental entrances, gateways, or doorways usually to buildings or courtyards, especially those emphasized by stately architectural treatment
Poort	Gateway	Porte	Tor	AAT/Haslinghuis		Passages through fences or walls separating two exterior spaces, or the structures or ornamental constructions enclosing such passages; (Portal) Use for impressive, monumental entrances, gateways, or doorways usually to buildings or courtyards, especially those emphasized by stately architectural treatment
Poort	Portal	Porte	Tor	AAT/Haslinghuis		Passages through fences or walls separating two exterior spaces, or the structures or ornamental constructions enclosing such passages; (Portal) Use for impressive, monumental entrances, gateways, or doorways usually to buildings or courtyards, especially those emphasized by stately architectural treatment
Poortgebouw	Gatehouse	Porte	Torhaus	AAT/Haslinghuis		Use for structures at, near, or over entrance gateways, usually containing a gatekeeper's dwelling. For subordinate buildings on the grounds of estates or parks used as the dwellings of employees, such as gatekeepers, but not located at entranceways, prefer lodges (caretakers' houses).
Poppenhuis	Dollhouse	Maison de poupée	Puppenhaus	AAT	Doll's house (Eng)	Use for miniature scale houses or sets of rooms designed to hold or display miniature furniture and furnishings and usually to be used in conjunction with like-sized dolls; known since the 16th century
Post	Mullion	Montant	Pfosten	Haslinghuis		
potdeksel	covering board 	plat-bord	Schandeck(el) 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
potdekseldraager	L-shaped covering board	  Inconnu	  Unbekannt			shipsterm
Praam	Flatboat	Gabare	Flacher Lastkahn	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
Praam	Flatboat	Gabarre	Flacher Lastkahn	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
Praam	Pram	Gabare	Flacher Lastkahn	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
Praam	Pram	Gabarre	Flacher Lastkahn	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
praam	flatboat	barque sans carène	Plattboot	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	flatboat	prame	Plattboot	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	praam	barque sans carène	Plattboot	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	praam	prame	Plattboot	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	pram 	barque sans carène	Plattboot	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	pram 	prame	Plattboot	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	flatboat	barque sans carène	Platte	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	flatboat	prame	Platte	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	praam	barque sans carène	Platte	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	praam	prame	Platte	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	pram 	barque sans carène	Platte	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	pram 	prame	Platte	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Praam	Flat	Gabare	Prahm	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
Praam	Flat	Gabarre	Prahm	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
praam	flatboat	barque sans carène	Prahm	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	flatboat	prame	Prahm	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	praam	barque sans carène	Prahm	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	praam	prame	Prahm	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Praam	Pram	Gabare	Prahm	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
Praam	Pram	Gabarre	Prahm	Morel/AAT		Use for flat-bottomed, flat-sided, hard-chined inland watercraft common in northern Europe from the Middle Ages onward; sides usually clinker; similar in structure to dories
praam	pram 	barque sans carène	Prahm	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	pram 	prame	Prahm	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	flatboat	barque sans carène	Zille 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	flatboat	prame	Zille 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
praam	praam	barque sans carène	Zille 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
